alert_id,timestamp,day,source,severity,title,suppressed,confidence,trust_score,C,B,H,E,trust_decision,gated,actions,rule_evaluation_latency_ms
48a42527-cdc7-49cb-87c5-13322f5671b8,2026-01-24T06:16:31.000Z,10,splunk,P3,"Correlation search: suspicious API activity",false,0.812,0.7893,0.812,0.527,0.817,1,conditional,false,"create_incident",17
02d50673-2041-45c9-880d-4f14d7006a08,2026-01-24T13:48:51.000Z,10,aws-cloudwatch,P2,"RDS connection count spike on primary-db",false,0.641,0.7707,0.641,0.713,0.973,1,conditional,false,"create_incident;page_oncall",15
dc4e0db4-c5c4-43c6-8936-e4ed3e4cda14,2026-01-24T04:23:13.000Z,10,datadog,P3,"Database query latency p99 exceeds SLA",true,,,,,,,suppressed_by_rule,false,"",4
14abbd5a-31a1-4c8f-b281-b84dd27fd515,2026-01-24T10:28:05.000Z,10,newrelic,noise,"Infrastructure host not reporting",false,1,0.8876,1,0.366,0.931,1,human_review_anomaly,true,"",10
ad96b6ff-a20f-491e-a324-620c1ac90998,2026-01-24T10:38:37.000Z,10,splunk,P3,"Alert: unauthorized access attempt",false,0.844,0.8452,0.844,0.78,0.825,1,conditional,false,"create_incident",11
ae165293-69c4-43d9-bca3-073fd48b1288,2026-01-24T03:19:05.000Z,10,aws-cloudwatch,P3,"S3 bucket access denied anomaly",false,0.559,0.6925,0.559,0.595,0.975,0.8,human_review,true,"create_incident (pending_review)",5
e7d5993c-ca39-4a34-8225-7212c5a8284c,2026-01-24T13:44:51.000Z,10,datadog,noise,"Disk IOPS saturated on data-warehouse",false,0.743,0.8285,0.743,0.8,0.948,1,conditional,false,"",8
ba0ef524-6500-4147-a265-9d2286899e87,2026-01-24T02:25:38.000Z,10,newrelic,noise,"Apdex score below threshold on web-frontend",true,,,,,,,suppressed_by_rule,false,"",2
e1cc5176-3f41-4ac2-9adb-272ea676defe,2026-01-24T12:35:03.000Z,10,splunk,P3,"Security: failed login attempts exceed threshold",false,0.964,0.8697,0.964,0.715,0.722,1,conditional,false,"create_incident",6
31a7817b-5ebe-4201-9f0f-5840df1a269a,2026-01-24T01:34:12.000Z,10,aws-cloudwatch,P3,"ECS task stopped unexpectedly",false,0.988,0.945,0.988,0.902,0.943,0.8,auto_execute,false,"create_incident",7
96d62750-da08-4d42-a2a7-f467007d2c68,2026-01-24T23:34:01.000Z,10,datadog,P3,"Database query latency p99 exceeds SLA",true,,,,,,,suppressed_by_rule,false,"",3
69a4511e-b909-4dde-b340-6b846798905f,2026-01-24T14:40:06.000Z,10,newrelic,P3,"Apdex score below threshold on web-frontend",false,0.891,0.8148,0.891,0.549,0.748,1,conditional,false,"create_incident",11
8680f289-ce65-485f-9302-355e9f7f018f,2026-01-24T10:55:33.000Z,10,splunk,noise,"Alert: unauthorized access attempt",false,0.898,0.9193,0.898,0.802,1,1,auto_execute,false,"",15
f7ff4e47-25e9-4405-b65b-766e29c312dc,2026-01-24T18:00:42.000Z,10,aws-cloudwatch,P2,"Lambda function error rate above threshold",false,0.964,0.9355,0.964,0.715,0.985,1,auto_execute,false,"create_incident;page_oncall",15
47f76030-3508-4baf-bd03-b24b2db7b33d,2026-01-24T19:16:37.000Z,10,datadog,noise,"Log volume anomaly on auth-service",false,0.853,0.8333,0.853,0.517,0.917,1,conditional,false,"",5
612e619f-14c9-4cec-8f91-87d87de489fb,2026-01-24T10:15:41.000Z,10,newrelic,P4,"Infrastructure host not reporting",false,0.774,0.7677,0.774,0.838,0.62,1,conditional,false,"",18
1c6f9d93-a571-4a4d-865b-fd7159c98e1d,2026-01-24T05:27:08.000Z,10,splunk,P4,"Notable event: data exfiltration pattern",false,0.828,0.8615,0.828,0.828,0.973,0.8,conditional,false,"",10
ba127999-b0df-42b7-9a18-50b414d23edd,2026-01-24T19:38:02.000Z,10,aws-cloudwatch,noise,"SQS dead-letter queue depth increasing",false,0.806,0.8047,0.806,0.718,0.776,1,conditional,false,"",12
28150eee-ffe5-4a91-a3e2-c03c5a152a39,2026-01-24T10:33:54.000Z,10,datadog,P3,"Network packet loss on prod-vpc",false,0.664,0.6794,0.664,0.378,0.763,1,human_review,true,"create_incident (pending_review)",7
a26d0dec-151b-4f92-900b-9b6db26a5e81,2026-01-24T18:12:57.000Z,10,newrelic,P3,"Key transaction SLA violation",false,0.726,0.8395,0.726,0.905,0.963,1,conditional,false,"create_incident",14
01304aef-5ce7-4d6f-87cb-144f212fcdbb,2026-01-24T16:13:12.000Z,10,splunk,noise,"Forwarder connectivity loss on prod-app-2",false,0.581,0.6965,0.581,0.572,0.881,1,human_review,true,"",16
ca273b5c-5001-4b0b-b737-dfe02288271b,2026-01-24T22:26:05.000Z,10,aws-cloudwatch,P3,"RDS connection count spike on primary-db",false,0.788,0.8353,0.788,0.805,0.882,1,conditional,false,"create_incident",8
f569ecc8-3cea-4508-a750-a7c241546063,2026-01-24T21:18:08.000Z,10,datadog,P4,"Database query latency p99 exceeds SLA",false,0.705,0.7681,0.705,0.776,0.797,1,conditional,false,"",9
6126de3e-8ab3-4c76-bcc4-a6260d186b0b,2026-01-24T03:25:42.000Z,10,newrelic,P3,"Mobile crash rate increase on iOS app",false,1,0.9249,1,0.936,0.818,0.8,human_review_anomaly,true,"create_incident (pending_review)",12
6baaf054-ba54-4699-8802-b8f3cd2137a9,2026-01-24T04:57:16.000Z,10,splunk,P3,"Security: failed login attempts exceed threshold",false,0.787,0.8317,0.787,0.916,0.883,0.8,conditional,false,"create_incident",12
18de6069-66ce-4d0d-895a-957a341c04e2,2026-01-24T03:20:38.000Z,10,aws-cloudwatch,P4,"Lambda function error rate above threshold",false,0.795,0.7789,0.795,0.896,0.668,0.8,conditional,false,"",15
adbc2b8b-edea-4ca9-ad26-235542dc6e71,2026-01-24T01:03:31.000Z,10,datadog,P4,"Container restart loop detected",false,0.887,0.9013,0.887,1,0.911,0.8,auto_execute,false,"",11
d1bd6301-b0af-4994-93cb-69074ad11552,2026-01-24T17:50:31.000Z,10,newrelic,P3,"NRQL alert: slow database queries",false,1,0.881,1,0.548,0.795,1,human_review_anomaly,true,"create_incident (pending_review)",8
ee63089a-b0a4-4733-88d7-85b54c20cf82,2026-01-24T22:26:56.000Z,10,splunk,P4,"Log ingestion delay exceeding 5 minutes",false,0.703,0.7824,0.703,0.833,0.824,1,conditional,false,"",10
1826995f-4dc6-4acf-890a-f79e8d9b5626,2026-01-24T05:36:41.000Z,10,aws-cloudwatch,P3,"S3 bucket access denied anomaly",true,,,,,,,suppressed_by_rule,false,"",2
3e7a6c86-6b10-4612-bcf7-0b538ee6febf,2026-01-24T17:09:01.000Z,10,datadog,P4,"Custom metric threshold: cart-abandonment-rate",false,0.864,0.8351,0.864,0.539,0.889,1,conditional,false,"",7
fefba569-e894-4b40-b284-f8978a77936d,2026-01-24T08:22:41.000Z,10,newrelic,P3,"Mobile crash rate increase on iOS app",false,0.8,0.8136,0.8,0.797,0.776,1,conditional,false,"create_incident",4
eeee49cc-8146-47ea-96d1-5ca5abd9a85c,2026-01-24T06:32:02.000Z,10,splunk,P4,"Log ingestion delay exceeding 5 minutes",true,,,,,,,suppressed_by_rule,false,"",1
c43ffc1f-39a8-4816-a62e-449e24b5ba19,2026-01-24T15:20:03.000Z,10,aws-cloudwatch,P2,"ECS task stopped unexpectedly",false,0.84,0.7981,0.84,0.652,0.721,1,conditional,false,"create_incident;page_oncall",11
2a697691-e14f-47f9-b116-89862a445e40,2026-01-24T15:02:30.000Z,10,datadog,P3,"Disk IOPS saturated on data-warehouse",false,0.814,0.7812,0.814,0.455,0.824,1,conditional,false,"create_incident",7
b70fece5-62cd-4156-ba94-f37096a83f00,2026-01-24T11:37:39.000Z,10,newrelic,P3,"Transaction error rate elevated on /api/orders",false,0.892,0.8384,0.892,0.559,0.834,1,conditional,false,"create_incident",14
e5be621b-7d89-4978-bf58-474330f7efd3,2026-01-24T13:22:25.000Z,10,splunk,noise,"Search head cluster replication lag",false,0.856,0.8797,0.856,0.678,1,1,conditional,false,"",10
2a3d78da-7146-4215-94e4-c255d924774e,2026-01-24T04:24:12.000Z,10,aws-cloudwatch,P3,"S3 bucket access denied anomaly",false,0.726,0.7103,0.726,0.672,0.666,0.8,conditional,false,"create_incident",17
fd2e5be6-0158-41ad-90a6-8d543745e9cd,2026-01-24T19:02:49.000Z,10,datadog,P3,"Custom metric threshold: cart-abandonment-rate",true,,,,,,,suppressed_by_rule,false,"",3
66a3a203-9c09-4901-ab1c-b94a8b9d082f,2026-01-24T08:25:32.000Z,10,newrelic,noise,"Infrastructure host not reporting",false,0.786,0.8536,0.786,0.737,1,1,conditional,false,"",12
0907c522-506f-4105-91b7-ee2ef743a50a,2026-01-24T16:54:51.000Z,10,splunk,noise,"Scheduled search failure",false,0.819,0.8498,0.819,0.947,0.793,1,conditional,false,"",5
c87c3169-91a2-4c47-944d-8ddd347ff3cb,2026-01-24T21:57:15.000Z,10,aws-cloudwatch,P3,"CloudFront origin timeout",false,0.728,0.7372,0.728,0.665,0.694,1,conditional,false,"create_incident",6
3ed18a6a-2012-4542-8781-cd0007c969ad,2026-01-24T12:37:18.000Z,10,datadog,noise,"Custom metric threshold: cart-abandonment-rate",false,0.781,0.8339,0.781,0.871,0.851,1,conditional,false,"",10
5fdc2160-0e37-4749-816b-568b88d12ba5,2026-01-24T00:15:56.000Z,10,newrelic,noise,"Apdex score below threshold on web-frontend",false,1,0.9283,1,0.827,0.897,0.8,human_review_anomaly,true,"",18
db673b64-e770-4a70-adad-90dd6387f512,2026-01-24T21:53:43.000Z,10,splunk,P3,"Correlation search: suspicious API activity",true,,,,,,,suppressed_by_rule,false,"",2
534c30de-14b2-4276-9d3b-b0b0eefdcd25,2026-01-24T05:02:43.000Z,10,aws-cloudwatch,noise,"Lambda function error rate above threshold",false,0.955,0.8987,0.955,0.7,0.945,0.8,conditional,false,"",5
ae5c7d75-200e-4f2e-bbaa-80c8e03fc66a,2026-01-24T23:27:26.000Z,10,datadog,P3,"Network packet loss on prod-vpc",false,0.972,0.9237,0.972,0.813,0.943,0.8,auto_execute,false,"create_incident",11
91603302-24dc-4e04-afc2-7ab766c1c81d,2026-01-24T10:09:01.000Z,10,newrelic,P4,"Transaction error rate elevated on /api/orders",true,,,,,,,suppressed_by_rule,false,"",1
2bf46537-b8ea-4a15-8833-31c1c88263a2,2026-01-24T17:19:07.000Z,10,splunk,P4,"Index volume spike detected",false,0.7,0.7151,0.7,0.569,0.719,1,conditional,false,"",5
df4c2f37-4451-4513-ad0d-de1ca7a18005,2026-01-24T08:56:19.000Z,10,aws-cloudwatch,P4,"Route53 health check failing",true,,,,,,,suppressed_by_rule,false,"",4
394dbb67-3f6c-4d89-8b4c-aa46f0f580b0,2026-01-24T19:39:44.000Z,10,datadog,P4,"Database query latency p99 exceeds SLA",false,0.918,0.9079,0.918,0.831,0.897,1,auto_execute,false,"",8
69565d1a-9c36-44c8-a949-8d036179636c,2026-01-24T09:41:43.000Z,10,newrelic,P4,"Synthetic monitor failure: checkout-flow",false,0.774,0.8591,0.774,0.841,0.984,1,conditional,false,"",10
77508d8c-b379-445c-9a75-8ba0d8ffd546,2026-01-24T19:40:32.000Z,10,splunk,noise,"Correlation: multi-source outage pattern",false,0.731,0.8221,0.731,0.711,1,1,conditional,false,"",16
92b0d16c-8047-4b03-844d-25a3c8468394,2026-01-24T21:04:29.000Z,10,aws-cloudwatch,P4,"CloudFront origin timeout",false,0.816,0.8378,0.816,0.842,0.814,1,conditional,false,"",16
c9b3b5de-8eb9-4a32-9173-407192e143ec,2026-01-24T11:13:35.000Z,10,datadog,P4,"Container restart loop detected",false,0.705,0.7407,0.705,0.525,0.838,1,conditional,false,"",5
12e47880-75ba-4a12-a663-04e6b782d021,2026-01-24T02:31:24.000Z,10,newrelic,P3,"Distributed trace anomaly detected",false,0.857,0.8145,0.857,0.802,0.743,0.8,conditional,false,"create_incident",5
00656a4f-0b66-402c-80aa-b08d95ed32ef,2026-01-24T04:59:41.000Z,10,splunk,P2,"Notable event: data exfiltration pattern",false,0.779,0.7787,0.779,0.831,0.738,0.8,conditional,false,"create_incident;page_oncall",3
cf6dd024-2dd8-4f57-8ac9-a6957a298d1a,2026-01-24T04:03:23.000Z,10,aws-cloudwatch,P3,"SQS dead-letter queue depth increasing",false,0.668,0.74,0.668,0.678,0.897,0.8,conditional,false,"create_incident",7
46b16eb3-e9c3-4b9e-8bc3-6556c0fbfe4c,2026-01-24T08:40:00.000Z,10,datadog,noise,"Network packet loss on prod-vpc",false,0.751,0.7996,0.751,0.884,0.766,1,conditional,false,"",13
f86768c3-d326-4f8a-b0b5-b4c1bf636e31,2026-01-24T05:59:49.000Z,10,newrelic,P2,"Apdex score below threshold on web-frontend",false,1,0.8904,1,0.551,0.911,0.8,human_review_anomaly,true,"create_incident (pending_review);page_oncall (pending_review)",3
79c6cc99-c49d-49e2-b379-c3fe49a2fffd,2026-01-24T16:01:04.000Z,10,splunk,noise,"Security: failed login attempts exceed threshold",false,0.896,0.858,0.896,0.672,0.837,1,conditional,false,"",13
d21c975d-b26e-4c9d-900e-bcafe30ccfb3,2026-01-24T19:51:33.000Z,10,aws-cloudwatch,P1,"Route53 health check failing",false,0.778,0.7815,0.778,0.55,0.84,1,conditional,true,"create_incident (gated);declare_mim (gated);page_oncall (gated)",13
c05fe613-858d-4924-8ef8-ee84caf9ea0c,2026-01-24T12:41:19.000Z,10,datadog,P2,"APM trace error spike on payment-processor",false,0.878,0.8103,0.878,0.652,0.694,1,conditional,false,"create_incident;page_oncall",10
8e1f4cfe-9dec-492d-8a5c-51ee32daef76,2026-01-24T01:41:17.000Z,10,newrelic,P3,"Infrastructure host not reporting",true,,,,,,,suppressed_by_rule,false,"",4
091bcc13-d509-4ea1-946f-902a1cc761af,2026-01-24T07:46:00.000Z,10,splunk,P4,"Security: failed login attempts exceed threshold",false,0.776,0.7584,0.776,0.366,0.862,1,conditional,false,"",8
ec8b9411-12a0-4e78-887e-b72ab33efaab,2026-01-24T00:50:39.000Z,10,aws-cloudwatch,P4,"Lambda function error rate above threshold",true,,,,,,,suppressed_by_rule,false,"",4
f40f80d0-cc68-4b63-89b3-d7eaf3cd2b30,2026-01-24T11:25:41.000Z,10,datadog,P3,"Memory usage critical on k8s node prod-worker-7",false,0.761,0.836,0.761,0.987,0.83,1,conditional,false,"create_incident",8
23032ba3-a6e6-42b1-9be3-c120d3fb3046,2026-01-24T00:07:24.000Z,10,newrelic,P3,"Workload health degraded: payments-stack",false,0.84,0.8221,0.84,0.614,0.92,0.8,conditional,false,"create_incident",18
dd9bf7c3-b586-4f8f-86fd-14d77805ec23,2026-01-24T23:31:08.000Z,10,splunk,noise,"Security: failed login attempts exceed threshold",false,0.588,0.6408,0.588,0.587,0.715,0.8,human_review,true,"",16
728b7ed5-4225-4128-a5e0-5705ee7522da,2026-01-24T02:55:42.000Z,10,aws-cloudwatch,P3,"S3 bucket access denied anomaly",true,,,,,,,suppressed_by_rule,false,"",3
71a8ece0-9493-4779-a84f-64d56fd3c927,2026-01-24T18:50:31.000Z,10,datadog,P4,"Log volume anomaly on auth-service",false,0.762,0.8017,0.762,0.695,0.866,1,conditional,false,"",12
6f6393c0-b8e6-45e5-8166-97076d53faf7,2026-01-24T21:40:44.000Z,10,newrelic,P3,"Distributed trace anomaly detected",false,0.794,0.7776,0.794,0.814,0.634,1,conditional,false,"create_incident",10
3ffe1f9e-d128-4f48-82f0-2dda3e82f62d,2026-01-24T17:40:08.000Z,10,splunk,P4,"Scheduled search failure",false,0.997,0.9141,0.997,0.762,0.805,1,auto_execute,false,"",9
b7461df1-c08a-448c-a220-9aa256da76f0,2026-01-24T22:35:36.000Z,10,aws-cloudwatch,noise,"SQS dead-letter queue depth increasing",false,0.813,0.8144,0.813,0.606,0.868,1,conditional,false,"",17
4cee9379-40f0-4d86-8575-6a7cc70d3379,2026-01-24T08:22:51.000Z,10,datadog,P3,"High latency detected on api-gateway service",false,0.711,0.7303,0.711,0.504,0.797,1,conditional,false,"create_incident",11
edb306d7-316a-4972-8963-c8e71e071c08,2026-01-24T06:52:50.000Z,10,newrelic,P3,"Mobile crash rate increase on iOS app",false,0.769,0.8259,0.769,0.956,0.792,1,conditional,false,"create_incident",5
36b824d0-3b7d-453c-8423-bf5705a166c3,2026-01-24T23:08:24.000Z,10,splunk,P4,"Scheduled search failure",false,0.748,0.794,0.748,0.795,0.883,0.8,conditional,false,"",10
a6567899-37d8-443b-8090-08fb1cb0fada,2026-01-24T02:44:59.000Z,10,aws-cloudwatch,P4,"S3 bucket access denied anomaly",false,0.702,0.7647,0.702,0.921,0.782,0.8,conditional,false,"",4
59f71c24-4f32-420f-8abe-e510709a76b7,2026-01-24T16:27:39.000Z,10,datadog,P2,"Database query latency p99 exceeds SLA",false,1,0.9089,1,0.626,0.86,1,human_review_anomaly,true,"create_incident (pending_review);page_oncall (pending_review)",8
56cbfdbe-3b32-4ff2-b411-f64d69109926,2026-01-24T09:07:54.000Z,10,newrelic,P3,"Browser JS error rate spike",true,,,,,,,suppressed_by_rule,false,"",2
b3f78731-07fe-4af9-8eca-b1ba49374315,2026-01-24T04:07:55.000Z,10,splunk,P3,"Scheduled search failure",false,0.776,0.7751,0.776,0.602,0.867,0.8,conditional,false,"create_incident",4
8fa19dff-40de-4efd-b9a3-6d4432fcf857,2026-01-24T05:31:46.000Z,10,aws-cloudwatch,P4,"RDS connection count spike on primary-db",false,0.878,0.8276,0.878,0.634,0.854,0.8,conditional,false,"",11
dfe2de25-8316-4cfe-8cc6-f254edff1222,2026-01-24T05:21:25.000Z,10,datadog,P4,"Database query latency p99 exceeds SLA",true,,,,,,,suppressed_by_rule,false,"",1
390a1c31-e932-4737-a7fc-30ceac85ca42,2026-01-24T12:30:28.000Z,10,newrelic,P3,"Key transaction SLA violation",false,0.684,0.748,0.684,0.712,0.797,1,conditional,false,"create_incident",7
f85a0b67-4501-467f-9917-1d32ad3ad7fa,2026-01-24T21:08:27.000Z,10,splunk,P2,"Log ingestion delay exceeding 5 minutes",false,0.963,0.945,0.963,0.757,1,1,auto_execute,false,"create_incident;page_oncall",6
69d0670c-16b9-48e0-a681-c38f99b3061f,2026-01-24T15:53:18.000Z,10,aws-cloudwatch,P1,"DynamoDB throttled reads on user-sessions",false,0.812,0.8149,0.812,0.648,0.847,1,conditional,false,"create_incident;declare_mim;page_oncall",14
ea821f0c-e649-44e4-af34-27e882209b8a,2026-01-24T13:56:46.000Z,10,datadog,P4,"Anomaly detected: request rate drop on checkout-service",false,0.884,0.8552,0.884,0.528,0.936,1,conditional,false,"",11
cf17b42d-c4e2-410f-8d7c-346883d607b5,2026-01-24T17:20:10.000Z,10,newrelic,P2,"Transaction error rate elevated on /api/orders",false,0.933,0.8787,0.933,0.678,0.842,1,conditional,false,"create_incident;page_oncall",18
74e6ba36-5b3b-4ef8-a614-1676a4747849,2026-01-24T02:20:43.000Z,10,splunk,P3,"Alert: unauthorized access attempt",false,0.987,0.9328,0.987,0.729,1,0.8,auto_execute,false,"create_incident",9
383f1f46-fb37-49cd-9a5b-dac21b157a89,2026-01-24T09:46:25.000Z,10,aws-cloudwatch,P4,"S3 bucket access denied anomaly",false,0.878,0.8314,0.878,0.603,0.808,1,conditional,false,"",12
d3e51755-fe02-4029-adc3-4263e7da774a,2026-01-24T16:57:27.000Z,10,datadog,P3,"Network packet loss on prod-vpc",false,0.865,0.8951,0.865,0.859,0.935,1,conditional,false,"create_incident",15
1425381e-4597-4c92-8465-0a2fd85ba5e5,2026-01-24T10:00:45.000Z,10,newrelic,P3,"Browser JS error rate spike",true,,,,,,,suppressed_by_rule,false,"",2
2d7f6f72-1bb4-4d44-ad68-a9ce8345a8d6,2026-01-24T10:23:44.000Z,10,splunk,P2,"Forwarder connectivity loss on prod-app-1",true,,,,,,,suppressed_by_rule,false,"",4
71934ac9-f17f-434d-8654-e3419823f60e,2026-01-24T21:31:42.000Z,10,aws-cloudwatch,noise,"S3 bucket access denied anomaly",false,0.831,0.8543,0.831,0.714,0.927,1,conditional,false,"",9
b46dd2d7-acf8-49da-bb89-a55873c44e92,2026-01-24T16:48:08.000Z,10,datadog,noise,"Disk IOPS saturated on data-warehouse",false,0.823,0.8835,0.823,1,0.888,1,conditional,false,"",6
9c939815-2e2f-48ad-a114-e9d8b82673fc,2026-01-24T08:51:17.000Z,10,newrelic,P3,"Browser JS error rate spike",false,0.856,0.8762,0.856,0.748,0.944,1,conditional,false,"create_incident",10
ca33b84d-8781-410c-b9de-465554cf3044,2026-01-24T18:09:58.000Z,10,splunk,P4,"Search head cluster replication lag",false,0.951,0.9509,0.951,0.836,1,1,auto_execute,false,"",13
c9651039-8bc2-465d-be5b-bdaeac1c2494,2026-01-24T11:15:57.000Z,10,aws-cloudwatch,P4,"Route53 health check failing",false,0.855,0.8907,0.855,0.755,1,1,conditional,false,"",11
1942df85-3a9d-47cb-b590-dece6895fb29,2026-01-24T22:45:53.000Z,10,datadog,P3,"APM trace error spike on payment-processor",false,0.887,0.8061,0.887,0.517,0.74,1,conditional,false,"create_incident",13
99cedf22-498a-4f11-bb7a-2454cb143411,2026-01-24T13:55:14.000Z,10,newrelic,P3,"Infrastructure host not reporting",false,0.965,0.9445,0.965,1,0.848,1,auto_execute,false,"create_incident",4
80c5a7fb-c9e7-4bf0-b267-66899c909aa7,2026-01-24T06:56:03.000Z,10,splunk,P3,"Log ingestion delay exceeding 5 minutes",false,0.911,0.9078,0.911,0.907,0.865,1,auto_execute,false,"create_incident",17
1afee2ce-65d2-45b9-afe0-5545353f9f09,2026-01-24T00:11:24.000Z,10,aws-cloudwatch,P4,"S3 bucket access denied anomaly",true,,,,,,,suppressed_by_rule,false,"",1
fe22202c-934c-4f17-b6f4-edba784ff3e8,2026-01-24T07:00:29.000Z,10,datadog,P2,"Network packet loss on prod-vpc",false,0.914,0.8872,0.914,1,0.721,1,conditional,false,"create_incident;page_oncall",11
7e01131f-6abb-4f1c-af8d-b2f638aec773,2026-01-24T16:20:50.000Z,10,newrelic,P4,"Mobile crash rate increase on iOS app",false,0.789,0.8431,0.789,0.821,0.902,1,conditional,false,"",10
06611699-97de-4b0d-8416-bd0dd98a7786,2026-01-24T03:50:13.000Z,10,splunk,noise,"Log ingestion delay exceeding 5 minutes",true,,,,,,,suppressed_by_rule,false,"",3
17034cea-a56d-4a6f-8ed8-618b08034849,2026-01-24T19:34:12.000Z,10,aws-cloudwatch,noise,"RDS connection count spike on primary-db",false,0.811,0.8528,0.811,0.697,0.971,1,conditional,false,"",17
96598299-6e2f-41ae-903f-acb47a85d34c,2026-01-24T17:40:43.000Z,10,datadog,noise,"Container restart loop detected",true,,,,,,,suppressed_by_rule,false,"",4
b6907e9c-604b-4f49-a7da-ff2e30788b1a,2026-01-24T11:42:32.000Z,10,newrelic,P3,"Infrastructure host not reporting",false,0.724,0.7199,0.724,0.706,0.608,1,conditional,false,"create_incident",18
27aa98ef-24e4-4c82-a59c-d70f7b8e25a1,2026-01-24T14:07:38.000Z,10,splunk,P2,"Security: failed login attempts exceed threshold",false,0.806,0.7646,0.806,0.501,0.746,1,conditional,true,"create_incident (gated);page_oncall (gated)",16
af1234d5-ad7d-4c83-bcba-63cacbf9e95c,2026-01-24T23:24:59.000Z,10,aws-cloudwatch,P2,"EC2 CPU utilization exceeds 95% on prod-web-5",true,,,,,,,suppressed_by_rule,false,"",5
ec90b751-70f0-4489-ae25-c7afcce1dcc4,2026-01-24T22:15:33.000Z,10,datadog,P3,"Memory usage critical on k8s node prod-worker-9",true,,,,,,,suppressed_by_rule,false,"",1
fc1f62a9-5694-4eb4-a4fc-fd0dde91d327,2026-01-24T13:42:21.000Z,10,newrelic,P2,"Workload health degraded: payments-stack",false,0.541,0.6764,0.541,0.623,0.85,1,human_review,true,"create_incident (pending_review);page_oncall (pending_review)",11
3f899c46-1100-405d-91a2-41e0b0de8b58,2026-01-24T07:11:07.000Z,10,splunk,noise,"Notable event: data exfiltration pattern",false,0.817,0.8416,0.817,0.564,0.994,1,conditional,false,"",12
1f9e0b6a-8982-433a-90c7-064eeacb573f,2026-01-24T10:32:32.000Z,10,aws-cloudwatch,P4,"CloudFront origin timeout",false,0.683,0.7492,0.683,0.673,0.827,1,conditional,false,"",8
70988793-0268-478c-84cf-5cd020a98419,2026-01-24T02:14:49.000Z,10,datadog,P4,"Custom metric threshold: cart-abandonment-rate",true,,,,,,,suppressed_by_rule,false,"",4
53beaa9a-2fbe-4ce5-b344-0becd8a4e66f,2026-01-24T14:04:36.000Z,10,newrelic,P3,"Mobile crash rate increase on iOS app",false,0.715,0.785,0.715,0.877,0.784,1,conditional,false,"create_incident",3
91ad379f-3429-437e-a877-1d270582b3c8,2026-01-24T15:07:07.000Z,10,splunk,P3,"Forwarder connectivity loss on prod-app-4",true,,,,,,,suppressed_by_rule,false,"",2
02581fdf-a18d-4026-a8b2-18681e6f7117,2026-01-24T12:25:42.000Z,10,aws-cloudwatch,P4,"CloudFront origin timeout",true,,,,,,,suppressed_by_rule,false,"",5
a0678f41-4e5e-4f38-9aaf-1524f8c3f162,2026-01-24T21:43:13.000Z,10,datadog,P4,"Anomaly detected: request rate drop on checkout-service",false,0.774,0.846,0.774,1,0.836,1,conditional,false,"",16
d95dccee-a05c-4893-932b-f110fda688ef,2026-01-24T08:02:37.000Z,10,newrelic,P3,"Transaction error rate elevated on /api/orders",true,,,,,,,suppressed_by_rule,false,"",3
51f3a224-0a0b-43e1-90c2-95a8240d658f,2026-01-24T22:16:23.000Z,10,splunk,noise,"Correlation search: suspicious API activity",true,,,,,,,suppressed_by_rule,false,"",1
3356991a-9a3b-4ea6-8dde-4dd20505c7c5,2026-01-24T23:06:24.000Z,10,aws-cloudwatch,P3,"S3 bucket access denied anomaly",false,0.902,0.9005,0.902,0.985,0.887,0.8,auto_execute,false,"create_incident",10
75b8d951-146b-4952-a3a8-acf26387d9de,2026-01-24T11:54:07.000Z,10,datadog,P3,"Network packet loss on prod-vpc",false,0.832,0.8907,0.832,0.965,0.92,1,conditional,false,"create_incident",5
e2a1e4fd-1ab2-408f-9ddd-1dc987a4371d,2026-01-24T15:39:20.000Z,10,newrelic,P4,"NRQL alert: slow database queries",true,,,,,,,suppressed_by_rule,false,"",2
f1180c40-1296-49ec-a888-d33413df0d3f,2026-01-24T19:36:51.000Z,10,splunk,noise,"Security: failed login attempts exceed threshold",false,0.963,0.8955,0.963,0.807,0.772,1,conditional,false,"",12
2eaa607f-2af3-4b54-bdeb-9ba3368579cb,2026-01-24T17:05:16.000Z,10,aws-cloudwatch,P3,"CloudFront origin timeout",false,0.559,0.6978,0.559,0.614,0.905,1,human_review,true,"create_incident (pending_review)",14
911be730-3027-4495-b416-436076b8a194,2026-01-24T16:44:03.000Z,10,datadog,P4,"Database query latency p99 exceeds SLA",false,0.803,0.9015,0.803,1,1,1,auto_execute,false,"",3
ed1c144c-4e33-4f1c-a30c-2041fa95d778,2026-01-24T23:31:58.000Z,10,newrelic,P4,"Distributed trace anomaly detected",false,0.889,0.8466,0.889,0.916,0.739,0.8,conditional,false,"",3
a74b78f7-385b-4c68-bf7e-9e4d0865eea4,2026-01-24T23:12:59.000Z,10,splunk,P2,"Scheduled search failure",false,0.57,0.7023,0.57,0.582,1,0.8,conditional,true,"create_incident (gated);page_oncall (gated)",3
34f5800b-e3f6-465c-a73d-f6310d957a15,2026-01-24T18:24:08.000Z,10,aws-cloudwatch,P3,"ELB 5xx error rate elevated",false,0.882,0.9146,0.882,0.824,1,1,auto_execute,false,"create_incident",16
3a5f56b6-a2bb-4aa3-a244-2d77533925c8,2026-01-24T15:47:37.000Z,10,datadog,P3,"Anomaly detected: request rate drop on checkout-service",false,0.835,0.7673,0.835,0.557,0.665,1,conditional,false,"create_incident",8
